category,scheme_name,benchmark,return_1y_direct,return_3y_direct,return_5y_direct,scheme_code,matched_name
Sectoral / Thematic,DSP Natural Resources and New Energy Fund,35% BSE Oil & Gas Index +30% BSE Metal Index + 35% MSCI World Energy 30% Buffer 10/40 Net Total Return,24.548855,21.712284,16.637419,119028,DSP Natural Resources and New Energy Fund - Direct Plan - Growth
Sectoral / Thematic,Edelweiss Business Cycle Fund,Nifty 500 TRI,4.964785,,,152710,Edelweiss Business Cycle Fund - Direct Plan - Growth
Sectoral / Thematic,Edelweiss Consumption Fund,Nifty India Consumption TRI,4.850924,,,153214,Edelweiss Consumption Fund - Direct - Growth
Sectoral / Thematic,Edelweiss Recently Listed IPO Fund,Nifty IPO TRI,21.555433,18.0953,13.013231,142388,Edelweiss Recently Listed IPO Fund Direct Plan Growth
Sectoral / Thematic,Edelweiss Technology Fund,BSE Teck TRI,13.54621,,,152437,Edelweiss Technology Fund - Direct Plan - Growth
Sectoral / Thematic,Franklin Asian Equity Fund,75% MSCI Asia (Ex-Japan) Standard Index + 25% Nifty 500 Index,43.63846,20.7718,8.946517,118559,Franklin Asian Equity Fund - Direct - Growth
Sectoral / Thematic,Franklin Build India Fund,BSE India Infrastructure TRI,4.9420815,20.451637,20.765963,118557,Franklin Build India Fund - Direct - Growth
Sectoral / Thematic,Franklin India Multi-Factor Fund,BSE 200 TRI,,,,153942,Franklin India Multi-Factor Fund- Direct- Growth
Sectoral / Thematic,Franklin India Opportunities Fund,Nifty 500 TRI,7.539328,23.035187,19.731771,118539,Franklin India Opportunities Fund - Direct - Growth
Sectoral / Thematic,Franklin India Technology Fund,BSE Teck TRI,-2.1647823,12.042101,9.659098,118537,Franklin India Technology Fund - Direct - Growth
Sectoral / Thematic,Groww Banking & Financial Services Fund,Nifty Financial Services TRI,14.958196,,,152254,Groww Banking & Financial Services Fund - Direct Plan - Growth
Sectoral / Thematic,HDFC Banking and Financial Services Fund,Nifty Financial Services TRI,10.17188,14.31302,13.759097,134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth
Sectoral / Thematic,HDFC Business Cycle Fund,Nifty 500 TRI,5.791379,12.6987705,,151142,HSBC Business Cycles Fund - Direct Growth
Sectoral / Thematic,HDFC Consumption Fund,Nifty India Consumption TRI,-0.102165915,13.792568,,152032,HSBC Consumption Fund - Direct Growth
Sectoral / Thematic,HDFC Housing Opportunities Fund,Nifty Housing TRI,-0.7365486,12.287559,12.905405,141924,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan
Sectoral / Thematic,HDFC Infrastructure Fund,BSE India Infrastructure TRI,1.5095206,17.722422,20.669027,151040,HSBC Infrastructure Fund - Direct Growth
Sectoral / Thematic,HDFC Manufacturing Fund,Nifty India Manufacturing TRI,13.614937,,,152920,LIC MF Manufacturing Fund-Direct Plan-Growth
Sectoral / Thematic,HDFC Pharma and Healthcare Fund,BSE Healthcare TRI,24.920671,,,152082,HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan
Sectoral / Thematic,HDFC Technology Fund,BSE Teck TRI,-5.695639,,,152059,HDFC Technology Fund - Growth Option - Direct Plan
Sectoral / Thematic,HDFC Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,22.566504,,,151901,HDFC Transportation and Logistics Fund - Growth Option - Direct Plan
Sectoral / Thematic,HSBC Business Cycles Fund,Nifty 500 TRI,3.6717017,16.998951,16.586493,151142,HSBC Business Cycles Fund - Direct Growth
Sectoral / Thematic,HSBC Consumption Fund,Nifty India Consumption TRI,5.8772073,,,152032,HSBC Consumption Fund - Direct Growth
Sectoral / Thematic,HSBC Financial Services Fund,BSE Financial Services TRI,14.149109,,,153266,HSBC Financial Services Fund - Direct Growth
Sectoral / Thematic,HSBC India Export Opportunities Fund,Nifty 500 TRI,20.84054,,,152829,HSBC India Export Opportunities Fund - Direct Growth
Sectoral / Thematic,HSBC Infrastructure Fund,Nifty Infrastructure TRI,9.333107,17.448236,19.733212,151040,HSBC Infrastructure Fund - Direct Growth
Sectoral / Thematic,Helios Financial Services Fund,Nifty Financial Services TRI,4.2534723,,,153266,HSBC Financial Services Fund - Direct Growth
Sectoral / Thematic,ICICI Prudential Active Momentum Fund,Nifty 500 TRI,11.6,,,153684,ICICI Prudential Active Momentum Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Banking and Financial Services Fund,Nifty Financial Services TRI,0.3481288,10.894202,10.4099655,120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth
Sectoral / Thematic,ICICI Prudential Bharat Consumption Fund,Nifty India Consumption TRI,4.0755835,12.874172,15.790537,146951,ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option
Sectoral / Thematic,ICICI Prudential Business Cycle Fund,Nifty 500 TRI,4.8828125,17.563017,17.643473,148651,ICICI Prudential Business Cycle Fund Direct Plan Growth
Sectoral / Thematic,ICICI Prudential Commodities Fund,Nifty Commodities TRI,14.627775,18.471441,14.800173,147662,ICICI Prudential Commodities Fund - Direct Plan - Growth Option
Sectoral / Thematic,ICICI Prudential Conglomerate Fund,BSE Select Business Groups Index,,,,153867,ICICI Prudential Conglomerate Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential ESG Exclusionary Strategy Fund,Nifty 100 ESG TRI,0.21285653,14.185572,11.476092,148516,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Energy Opportunities Fund,Nifty Energy TRI,17.330677,,,153184,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Equity Minimum Variance Fund,Nifty 50 TRI,4.789272,,,153070,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Exports and Services Fund,BSE 500 TRI,7.5589657,16.845604,15.827706,120688,ICICI Prudential Exports & Services Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential FMCG Fund,Nifty FMCG TRI,-11.762039,-1.0687686,7.858116,120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth
Sectoral / Thematic,ICICI Prudential Housing Opportunities Fund,Nifty Housing TRI,3.2832499,13.995396,,153184,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential India Opportunities Fund,Nifty 500 TRI,6.457516,17.34299,20.230515,153184,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Infrastructure Fund,BSE India Infrastructure TRI,7.3906994,20.300013,23.704725,120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth
Sectoral / Thematic,ICICI Prudential Innovation Fund,Nifty 500 TRI,10.531972,20.892963,,151580,ICICI Prudential Innovation Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential MNC Fund,Nifty MNC TRI,14.6921015,13.665042,13.79919,120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth
Sectoral / Thematic,ICICI Prudential Manufacturing  Fund,Nifty India Manufacturing TRI,16.475607,23.230669,21.253853,148600,ICICI Prudential Quant Fund Direct Plan Growth
Sectoral / Thematic,ICICI Prudential PSU Equity Fund,BSE PSU TRI,10.819828,24.03377,,150539,ICICI Prudential PSU Equity Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Quality Fund,Nifty 200 Quality 30 TRI,9.244533,,,153458,ICICI Prudential Quality Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Quant Fund,BSE 200 TRI,6.3471503,14.235269,12.341832,148600,ICICI Prudential Quant Fund Direct Plan Growth
Sectoral / Thematic,ICICI Prudential Rural Opportunities Fund,Nifty Rural TRI,3.4019697,,,153184,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,ICICI Prudential Technology Fund,BSE Teck TRI,-3.574081,9.249422,6.4956875,120594,ICICI Prudential Technology Fund - Direct Plan -  Growth
Sectoral / Thematic,ICICI Prudential Transportation And Logistics Fund,Nifty Transportation & Logistics TRI,23.671995,25.97401,,153118,Kotak Transportation & Logistics Fund-Direct Growth
Sectoral / Thematic,ICICI Prudential US Bluechip Equity Fund,S&P 500 International,21.631493,15.307391,12.817168,120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth
Sectoral / Thematic,ITI Banking and Financial Services Fund,Nifty Financial Services TRI,12.466282,13.696578,,134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth
Sectoral / Thematic,ITI Bharat Consumption Fund,Nifty India Consumption TRI,7.78421,,,153260,ITI Bharat Consumption Fund - Direct Plan - Growth
Sectoral / Thematic,ITI Business Cycle Fund,Nifty 500 TRI,,,,154157,ITI Business Cycle Fund- Direct Plan- Growth
Sectoral / Thematic,ITI Pharma & Healthcare Fund,NIFTY Healthcare TRI,12.438669,20.118195,,135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth
Sectoral / Thematic,Invesco India Business Cycle Fund,Nifty 500 TRI,18.290735,,,153291,Invesco India Business Cycle Fund - Direct Plan - Growth
Sectoral / Thematic,Invesco India Consumption Fund,Nifty India Consumption TRI,,,,153900,Invesco India Consumption Fund - Direct Plan - Growth
Sectoral / Thematic,Invesco India ESG Integration Strategy Fund,Nifty 100 ESG TRI,2.1516945,11.639067,9.664032,148751,Invesco India ESG Integration Strategy Fund - Direct Plan - Growth
Sectoral / Thematic,Invesco India Financial Services Fund,Nifty Financial Services TRI,10.208603,19.671091,15.4257145,120385,Invesco India Financial Services Fund - Direct Plan - Growth
Sectoral / Thematic,Invesco India Infrastructure Fund,BSE India Infrastructure TRI,9.476828,22.906307,20.797007,120405,Invesco India Infrastructure Fund - Direct Plan - Growth Option
Sectoral / Thematic,Invesco India Manufacturing Fund,Nifty India Manufacturing TRI,16.68274,,,152756,Invesco India Manufacturing Fund - Direct Plan - Growth
Sectoral / Thematic,Invesco India PSU Equity Fund,BSE PSU TRI,6.896083,23.248507,22.162092,120395,Invesco India PSU Equity Fund - Direct Plan - Growth
Sectoral / Thematic,Invesco India Technology Fund,Nifty IT TRI,6.6736183,,,152863,Invesco India Technology Fund - Direct Plan - Growth
Sectoral / Thematic,JioBlackRock Sector Rotation Fund,Nifty 500 TRI,,,,154082,JioBlackRock Sector Rotation Fund - Direct Plan - Growth Option
Sectoral / Thematic,Kotak Active Momentum Fund,Nifty 500 TRI,,,,153364,Motilal Oswal Active Momentum Fund- Direct-Growth
Sectoral / Thematic,Kotak Banking & Financial Services Fund,Nifty Financial Services TRI,11.313312,14.97266,,151384,Kotak Banking & Financial Services Fund - Direct Plan - Growth
Sectoral / Thematic,Kotak Business Cycle Fund,Nifty 500 TRI,9.86632,17.704145,,149071,Tata Business Cycle Fund-Direct Plan-Growth
Sectoral / Thematic,Kotak Consumption Fund,Nifty India Consumption TRI,7.287392,,,153913,Motilal Oswal Consumption Fund-Direct-Growth
Sectoral / Thematic,Kotak ESG Exclusionary Strategy Fund,Nifty 100 ESG TRI,4.1698713,12.048911,9.497378,148606,Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option
Sectoral / Thematic,Kotak Energy Opportunities Fund,Nifty Energy TRI,9.22007,,,153447,Kotak Energy Opportunities Fund-Direct-Growth
Sectoral / Thematic,Kotak Healthcare Fund,NIFTY Healthcare TRI,23.632338,,,152214,Kotak Healthcare Fund - Direct Plan - Growth Option
Sectoral / Thematic,Kotak Infrastructure and Economic Reform Fund,Nifty Infrastructure TRI,9.986875,17.65258,20.02005,133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option
Sectoral / Thematic,Kotak MNC Fund,Nifty MNC TRI,26.130703,,,152910,Kotak MNC Fund-Direct Plan-Growth
Sectoral / Thematic,Kotak Manufacture In India Fund,Nifty India Manufacturing TRI,21.752033,21.618626,,149841,Kotak Manufacture in India Fund - Direct Plan Growth
Sectoral / Thematic,Kotak Rural Opportunities Fund,Nifty Rural TRI,,,,153970,Kotak Rural Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,Kotak Services Fund,Nifty Services Sector TRI,,,,154149,Kotak Services Fund - Direct - Growth
Sectoral / Thematic,Kotak Special Opportunities Fund,Nifty 500 TRI,19.613173,,,152702,Kotak Special Opportunities Fund - Direct Plan - Growth Option
Sectoral / Thematic,Kotak Technology Fund,BSE Teck TRI,-4.0136414,,,152462,Kotak Technology Fund - Direct Plan - Growth Option
Sectoral / Thematic,Kotak Transportation & Logistics Fund,Nifty Transportation & Logistics TRI,14.236723,,,153118,Kotak Transportation & Logistics Fund-Direct Growth
Sectoral / Thematic,LIC MF Banking & Financial Services Fund,Nifty Financial Services TRI,7.1393094,9.509838,10.666452,134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth
Sectoral / Thematic,LIC MF Consumption Fund,Nifty India Consumption TRI,,,,153948,LIC MF Consumption Fund-Direct Plan-Growth
Sectoral / Thematic,LIC MF Healthcare Fund,BSE Healthcare TRI,14.79047,21.462778,12.5551605,152024,LIC MF Healthcare Fund-Direct Plan-Growth
Sectoral / Thematic,LIC MF Infrastructure Fund,Nifty Infrastructure TRI,14.1807575,26.610023,23.887768,120351,LIC MF Infrastructure Fund-Direct Plan-Growth
Sectoral / Thematic,LIC MF Manufacturing Fund,Nifty India Manufacturing TRI,20.141247,,,152920,LIC MF Manufacturing Fund-Direct Plan-Growth
Sectoral / Thematic,LIC MF Technology Fund,BSE Teck TRI,,,,154244,LIC MF Technology Fund-Direct Plan-Growth
Sectoral / Thematic,Mahindra Manulife Banking & Financial Services Fund,Nifty Financial Services TRI,12.8006525,,,153674,Mahindra Manulife Banking & Financial Services Fund - Direct - Growth
Sectoral / Thematic,Mahindra Manulife Business Cycle Fund,Nifty 500 TRI,13.34937,,,152045,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth
Sectoral / Thematic,Mahindra Manulife Consumption Fund,Nifty India Consumption TRI,2.0782247,12.852317,12.981808,145356,Mahindra Manulife Consumption Fund - Direct Plan -Growth
Sectoral / Thematic,Mahindra Manulife Innovation Opportunities Fund,Nifty 500 TRI,,,,154121,Mahindra Manulife Innovation Opportunities Fund - Direct - Growth
Sectoral / Thematic,Mahindra Manulife Manufacturing Fund,Nifty India Manufacturing TRI,12.507495,,,152672,Mahindra Manulife Manufacturing Fund - Direct Plan - Growth
Sectoral / Thematic,Mirae Asset Banking and Financial Services Fund,Nifty Financial Services TRI,8.456303,14.329566,14.132442,148623,Mirae Asset Banking and Financial Services Fund Direct Growth
Sectoral / Thematic,Mirae Asset Great Consumer Fund,Nifty India Consumption TRI,4.382883,13.468886,15.164508,118837,Mirae Asset Great Consumer Fund - Direct Plan - Growth
Sectoral / Thematic,Mirae Asset Healthcare Fund,BSE Healthcare TRI,20.065191,23.396412,15.904072,143783,Mirae Asset Healthcare Fund Direct Growth
Sectoral / Thematic,Mirae Asset Infrastructure Fund,BSE India Infrastructure TRI,,,,153983,Mirae Asset Infrastructure Fund - Direct Plan - Growth
Sectoral / Thematic,Motilal Oswal Active Momentum Fund,Nifty 500 TRI,26.82248,,,153364,Motilal Oswal Active Momentum Fund- Direct-Growth
Sectoral / Thematic,Motilal Oswal Business Cycle Fund,Nifty 500 TRI,1.3760892,,,152796,Motilal Oswal Business Cycle Fund - Direct Plan- Growth
Sectoral / Thematic,Motilal Oswal Consumption Fund,Nifty India Consumption TRI,,,,153913,Motilal Oswal Consumption Fund-Direct-Growth
Sectoral / Thematic,Motilal Oswal Digital India Fund,BSE Teck TRI,3.4455569,,,152964,Motilal Oswal Digital India Fund - Direct Plan - Growth
Sectoral / Thematic,Motilal Oswal Financial Services Fund,Nifty Financial Services TRI,,,,154142,Motilal Oswal Financial Services Fund- Direct Growth
Sectoral / Thematic,Motilal Oswal Infrastructure Fund,Nifty Infrastructure TRI,9.852622,,,153484,Motilal Oswal Infrastructure Fund-Direct-Growth
Sectoral / Thematic,Motilal Oswal Innovation Opportunities Fund,Nifty 500 TRI,17.665005,,,153258,Motilal Oswal Innovation Opportunities Fund - Direct Plan- Growth
Sectoral / Thematic,Motilal Oswal Manufacturing Fund,Nifty India Manufacturing TRI,5.6188493,,,152760,Motilal Oswal Manufacturing Fund - Direct Plan- Growth
Sectoral / Thematic,Motilal Oswal Quant Fund,Nifty 200 TRI,3.8319366,,,152694,Motilal Oswal Quant Fund - Direct - Growth
Sectoral / Thematic,Motilal Oswal Services Fund,Nifty Services Sector TRI,15.9261055,,,153558,Motilal Oswal Services Fund - Direct Plan - Growth
Sectoral / Thematic,Motilal Oswal Special Opportunities Fund,Nifty 500 TRI,,,,153749,Motilal Oswal Special Opportunities Fund - Direct - Growth
Sectoral / Thematic,Nippon India Active Momentum Fund,Nifty 500 TRI,15.927121,,,153274,Nippon India Active Momentum Fund-Direct Plan - Growth Option
Sectoral / Thematic,Nippon India Banking & Financial Services Fund,Nifty Financial Services TRI,6.354632,13.827928,14.2693615,154093,Bank of India Banking & Financial Services Fund - Direct Plan - Growth
Sectoral / Thematic,Nippon India Consumption Fund,Nifty India Consumption TRI,2.3532157,12.813568,15.284641,118722,Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus
Sectoral / Thematic,Nippon India Innovation Fund,Nifty 500 TRI,7.639455,,,152033,Nippon India Innovation Fund-Direct Plan-Growth Option
Sectoral / Thematic,Nippon India Japan Equity Fund,S&P Japan 500 TRI,35.313293,21.481298,11.674102,149329,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option
Sectoral / Thematic,Nippon India MNC Fund,Nifty MNC TRI,13.068056,,,153693,Nippon India MNC Fund- Direct Plan- Growth Option
Sectoral / Thematic,Nippon India Power & Infra Fund,Nifty Infrastructure TRI,14.086157,21.956844,23.060425,118762,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option
Sectoral / Thematic,Nippon India Taiwan Equity Fund,Taiwan Capitalization Weighted Stock Index,140.27438,57.592007,,149329,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option
Sectoral / Thematic,Nippon India US Equity Opportunities Fund,S&P 500 TRI,20.627758,18.993738,12.169956,134923,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option
Sectoral / Thematic,PGIM India Healthcare Fund,BSE Healthcare TRI,23.06163,,,153039,PGIM India Healthcare Fund - Direct Plan - Growth Option
Sectoral / Thematic,Quant Business Cycle Fund,Nifty 500 TRI,9.200841,16.37819,,149071,Tata Business Cycle Fund-Direct Plan-Growth
Sectoral / Thematic,Quant Commodities Fund,Nifty Commodities TRI,18.579943,,,152255,quant Commodities Fund - Growth Option - Direct Plan
Sectoral / Thematic,Quant Consumption Fund,Nifty India Consumption TRI,2.9464521,,,152032,HSBC Consumption Fund - Direct Growth
Sectoral / Thematic,Quant ESG Integration Strategy Fund,Nifty 100 ESG TRI,25.319239,18.68547,20.10272,148564,quant ESG Integration Strategy Fund - Growth Option - Direct Plan
Sectoral / Thematic,Quant Healthcare Fund,NIFTY Healthcare TRI,19.929401,21.431335,,143783,Mirae Asset Healthcare Fund Direct Growth
Sectoral / Thematic,Quant Infrastructure Fund,Nifty Infrastructure TRI,13.815574,19.694677,20.027452,120833,quant Infrastructure Fund - Growth Option-Direct Plan
Sectoral / Thematic,Quant Manufacturing Fund,Nifty India Manufacturing TRI,20.795855,,,151916,quant Manufacturing Fund - Growth Option - Direct Plan
Sectoral / Thematic,Quant Quantamental Fund,Nifty 200 TRI,15.726214,17.954153,19.927696,148925,quant Quantamental Fund - Growth Option - Direct Plan
Sectoral / Thematic,Quantum ESG Best In Class Strategy Fund,Nifty 100 ESG TRI,1.8246727,10.64583,9.223166,152962,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth
Sectoral / Thematic,Quantum Ethical Fund,Nifty 500 Shariah TRI,4.646465,,,153094,Quantum Ethical Fund - Direct Plan Growth Option
Sectoral / Thematic,SBI Automotive Opportunities Fund,Nifty Auto TRI,38.779125,,,152657,SBI Automotive Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,SBI Banking & Financial Services Fund,Nifty Financial Services TRI,6.4009705,17.197172,13.684119,152206,DSP Banking & Financial Services Fund - Direct - Growth
Sectoral / Thematic,SBI Consumption Opportunities Fund,Nifty India Consumption TRI,-2.7670166,9.041417,14.371739,154161,WhiteOak Capital Consumption Opportunities Fund Direct Plan Growth
Sectoral / Thematic,SBI ESG Exclusionary Strategy Fund,Nifty 100 ESG TRI,5.4751425,11.492353,10.582142,119709,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth
Sectoral / Thematic,SBI Energy Opportunities Fund,Nifty Energy TRI,9.066466,,,152417,SBI Energy Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,SBI Equity Minimum Variance Fund,Nifty 50 TRI,4.617028,9.657987,10.99034,146643,SBI Equity Minimum Variance Fund - Direct Plan - Growth
Sectoral / Thematic,SBI Healthcare Opportunities Fund,BSE Healthcare TRI,20.509956,24.500591,18.245487,152417,SBI Energy Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,SBI Infrastructure Fund,Nifty Infrastructure TRI,8.220023,16.820591,18.328531,151040,HSBC Infrastructure Fund - Direct Growth
Sectoral / Thematic,SBI Innovative Opportunities Fund,Nifty 500 TRI,12.525925,,,152776,SBI Innovative Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,SBI Quality Fund,Nifty 200 Quality 30 TRI,,,,154177,SBI Quality Fund - Direct Plan - Growth
Sectoral / Thematic,SBI Quant Fund,BSE 200 TRI,7.529558,,,153154,SBI Quant Fund- Direct Plan- Growth
Sectoral / Thematic,SBI Technology Opportunities Fund,BSE Teck TRI,-1.1954584,11.8041115,9.648334,152417,SBI Energy Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,Samco Active Momentum Fund,Nifty 500 TRI,5.882353,14.970695,,151753,Samco Active Momentum Fund - Direct Plan - Growth Option
Sectoral / Thematic,Samco Special Opportunities Fund,Nifty 500 TRI,1.010101,,,152586,Samco Special Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,Shriram Multi Sector Rotation Fund,Nifty 500 TRI,10.167356,,,153076,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option
Sectoral / Thematic,Sundaram Business Cycle Fund,Nifty 500 TRI,7.201198,,,152677,Sundaram Business Cycle Fund Direct Plan Growth
Sectoral / Thematic,Sundaram Consumption Fund,Nifty India Consumption TRI,1.1210341,12.816109,13.208715,152032,HSBC Consumption Fund - Direct Growth
Sectoral / Thematic,Sundaram Financial Services Opportunities Fund,Nifty Financial Services TRI,9.891984,14.94635,15.2023115,119597,Sundaram Financial Services Opportunities Fund Direct Plan - Growth
Sectoral / Thematic,Sundaram Infrastructure Advantage Fund,Nifty Infrastructure TRI,9.077034,18.612322,17.418678,129212,Sundaram Infrastructure Advantage Fund Direct Plan - Growth
Sectoral / Thematic,Sundaram Multi-Factor Fund,BSE 200 TRI,0.23335129,,,153669,Sundaram Multi-Factor Fund - Direct - Growth
Sectoral / Thematic,Sundaram Services Fund,Nifty Services Sector TRI,8.953495,16.6154,15.664921,144835,Sundaram Services Fund Direct Plan - Growth
Sectoral / Thematic,Tata Banking And Financial Services Fund,Nifty Financial Services TRI,6.7921305,13.4001665,13.429786,135793,Tata Banking And Financial Services Fund-Direct Plan-Growth
Sectoral / Thematic,Tata Business Cycle Fund,Nifty 500 TRI,5.650245,14.956129,15.903146,149071,Tata Business Cycle Fund-Direct Plan-Growth
Sectoral / Thematic,Tata Digital India Fund,Nifty IT TRI,-4.957667,8.635025,6.986731,135800,Tata Digital India Fund-Direct Plan-Growth
Sectoral / Thematic,Tata Housing Opportunities Fund,Nifty Housing TRI,2.94713,10.442859,,150532,Tata Housing Opportunities Fund - Direct Plan - Growth
Sectoral / Thematic,Tata India Consumer Fund,Nifty India Consumption TRI,9.522886,17.096151,16.028675,135805,Tata India Consumer Fund-Direct Plan-Growth
Sectoral / Thematic,Tata India Innovation Fund,Nifty 500 TRI,7.693639,,,153055,Tata India Innovation Fund- Direct Growth
Sectoral / Thematic,Tata India Pharma & Heathcare Fund,BSE Healthcare TRI,12.556126,20.541567,15.354476,135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth
Sectoral / Thematic,Tata Infrastructure Fund,BSE India Infrastructure TRI,8.831516,15.538416,18.221497,119243,Tata Infrastructure Fund -Direct Plan -Growth Option
Sectoral / Thematic,Tata Resources & Energy Fund,Nifty Commodities TRI,11.440284,18.30316,13.5912695,135813,Tata Resources & Energy Fund-Direct Plan-Growth
Sectoral / Thematic,Taurus Banking and Financial Services Fund,BSE BANKEX TRI,1.5923567,9.659086,10.821189,118868,Taurus Banking & Financial Services Fund - Direct Plan - Growth
Sectoral / Thematic,Taurus Ethical Fund,BSE 500 Shariah TRI,6.8071775,13.137109,11.188511,118876,Taurus Ethical Fund - Direct Plan - Growth
Sectoral / Thematic,Taurus Infrastructure Fund,Nifty Infrastructure TRI,-1.9316909,12.426738,11.905366,118879,Taurus Infrastructure Fund - Direct Plan - Growth 
Sectoral / Thematic,The Wealth Company Ethical Fund,Nifty 500 Shariah TRI,,,,154269,The Wealth Company Small Cap Fund- Direct-Growth
Sectoral / Thematic,UTI Banking and Financial Services Fund,Nifty Financial Services TRI,8.245495,14.570979,13.076213,134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth
Sectoral / Thematic,UTI Healthcare Fund,BSE Healthcare TRI,17.281536,24.449532,16.019382,152024,LIC MF Healthcare Fund-Direct Plan-Growth
Sectoral / Thematic,UTI India Consumer Fund,Nifty India Consumption TRI,6.3076515,13.1803665,11.436027,135805,Tata India Consumer Fund-Direct Plan-Growth
Sectoral / Thematic,UTI Infrastructure Fund,Nifty Infrastructure TRI,5.304281,15.748974,14.908383,120728,UTI Infrastructure Fund-Growth Option- Direct
Sectoral / Thematic,UTI Innovation Fund,Nifty 500 TRI,1.3469892,,,153055,Tata India Innovation Fund- Direct Growth
Sectoral / Thematic,UTI Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,16.945698,21.650002,21.804405,120731,UTI-Transportation and Logistics  Fund-Growth Option- Direct
Sectoral / Thematic,Union Active Momentum Fund,Nifty 500 TRI,14.466131,,,153109,Union Active Momentum Fund - Direct Plan - Growth Option
Sectoral / Thematic,Union Business Cycle Fund,Nifty 500 TRI,8.888889,,,152409,Union Business Cycle Fund - Direct Plan - Growth Option
Sectoral / Thematic,Union Consumption Fund,Nifty India Consumption TRI,,,,154020,Union Consumption Fund - Direct Plan - Growth Option
Sectoral / Thematic,Union Innovation & Opportunities Fund,Nifty 500 TRI,15.592516,,,151905,Union Innovation & Opportunities Fund - Direct Plan - Growth Option
Sectoral / Thematic,WhiteOak Capital Banking & Financial Services Fund,Nifty Financial Services TRI,10.170709,,,152321,WhiteOak Capital Banking & Financial Services Fund - Direct Growth
Sectoral / Thematic,WhiteOak Capital Consumption Opportunities Fund,Nifty India Consumption TRI,,,,154161,WhiteOak Capital Consumption Opportunities Fund Direct Plan Growth
Sectoral / Thematic,WhiteOak Capital Digital Bharat Fund,BSE Teck TRI,3.974794,,,152915,WhiteOak Capital Digital Bharat Fund Direct Plan Growth
Sectoral / Thematic,WhiteOak Capital ESG Best-In-Class Strategy Fund,Nifty 100 ESG TRI,1.7773976,,,152962,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth
Sectoral / Thematic,WhiteOak Capital Pharma and Healthcare Fund,BSE Healthcare TRI,22.18627,,,152349,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth
Sectoral / Thematic,WhiteOak Capital Quality Equity Fund,BSE Quality TRI,4.406423,,,153189,WhiteOak Capital Quality Equity Fund Direct Plan Growth
Sectoral / Thematic,WhiteOak Capital Special Opportunities Fund,BSE 500 TRI,16.112043,,,152644,WhiteOak Capital Special Opportunities Fund - Direct Growth
